product_name,baseProduct,product_price_currency,product_price_formatted,product_price_type,product_price_value,badges,categories,category_codes,option_code,option_productName,option_sellable,option_stock_status,option_price_value,color_name,color_value,size
"lululemon Align™ High-Rise Crop 23""",PROD9610029_LULU,SAR,SAR 480.00,BUY,480.0,,"The Winter Edit, Seasonal, Align™ Collection, Eid Edit, Yoga Clothes for Women, Winter Edit, Summer Shop, The Spring Edit, mss, Fall Edit, Women's Pants, Gifts, Root Lululemon, Women's Collections, Mother's Day Gifting, Women's Leggings, Women's Collections, Womens, Lavender Lux, Sports Clothing for Women, Travel Edit","winter-gifts, edits, the-align-collection, ramadan-picks, women-activity-yoga, winter-treats, summer-shop, the-spring-edit, mss, the-fall-edit, womens-bottoms, gifts, root-0, women-guides, gifts-for-her, womens-leggings, womens-collections, women, color-focus, womens-activity, travel-edit",FUA0090712D,"lululemon Align™ High-Rise Crop 23""",True,lowStock,335.0,LAVA CAKE,color-lava-cake,10
"lululemon Align™ High-Rise Crop 23""",PROD9610029_LULU,SAR,SAR 480.00,BUY,480.0,,"The Winter Edit, Seasonal, Align™ Collection, Eid Edit, Yoga Clothes for Women, Winter Edit, Summer Shop, The Spring Edit, mss, Fall Edit, Women's Pants, Gifts, Root Lululemon, Women's Collections, Mother's Day Gifting, Women's Leggings, Women's Collections, Womens, Lavender Lux, Sports Clothing for Women, Travel Edit","winter-gifts, edits, the-align-collection, ramadan-picks, women-activity-yoga, winter-treats, summer-shop, the-spring-edit, mss, the-fall-edit, womens-bottoms, gifts, root-0, women-guides, gifts-for-her, womens-leggings, womens-collections, women, color-focus, womens-activity, travel-edit",FUA0090708D,"lululemon Align™ High-Rise Crop 23""",True,lowStock,335.0,ARMY GREEN,color-army-green,2
"lululemon Align™ High-Rise Crop 23""",PROD9610029_LULU,SAR,SAR 480.00,BUY,480.0,,"The Winter Edit, Seasonal, Align™ Collection, Eid Edit, Yoga Clothes for Women, Winter Edit, Summer Shop, The Spring Edit, mss, Fall Edit, Women's Pants, Gifts, Root Lululemon, Women's Collections, Mother's Day Gifting, Women's Leggings, Women's Collections, Womens, Lavender Lux, Sports Clothing for Women, Travel Edit","winter-gifts, edits, the-align-collection, ramadan-picks, women-activity-yoga, winter-treats, summer-shop, the-spring-edit, mss, the-fall-edit, womens-bottoms, gifts, root-0, women-guides, gifts-for-her, womens-leggings, womens-collections, women, color-focus, womens-activity, travel-edit",FUA0090735D,"lululemon Align™ High-Rise Crop 23""",True,lowStock,285.0,DESERT RED,color-desert-red,2
"lululemon Align™ High-Rise Crop 23""",PROD9610029_LULU,SAR,SAR 480.00,BUY,480.0,,"The Winter Edit, Seasonal, Align™ Collection, Eid Edit, Yoga Clothes for Women, Winter Edit, Summer Shop, The Spring Edit, mss, Fall Edit, Women's Pants, Gifts, Root Lululemon, Women's Collections, Mother's Day Gifting, Women's Leggings, Women's Collections, Womens, Lavender Lux, Sports Clothing for Women, Travel Edit","winter-gifts, edits, the-align-collection, ramadan-picks, women-activity-yoga, winter-treats, summer-shop, the-spring-edit, mss, the-fall-edit, womens-bottoms, gifts, root-0, women-guides, gifts-for-her, womens-leggings, womens-collections, women, color-focus, womens-activity, travel-edit",FUA0090729D,"lululemon Align™ High-Rise Crop 23""",True,inStock,335.0,LAVENDER LUX,color-lavender-lux,8
"lululemon Align™ High-Rise Crop 23""",PROD9610029_LULU,SAR,SAR 480.00,BUY,480.0,,"The Winter Edit, Seasonal, Align™ Collection, Eid Edit, Yoga Clothes for Women, Winter Edit, Summer Shop, The Spring Edit, mss, Fall Edit, Women's Pants, Gifts, Root Lululemon, Women's Collections, Mother's Day Gifting, Women's Leggings, Women's Collections, Womens, Lavender Lux, Sports Clothing for Women, Travel Edit","winter-gifts, edits, the-align-collection, ramadan-picks, women-activity-yoga, winter-treats, summer-shop, the-spring-edit, mss, the-fall-edit, womens-bottoms, gifts, root-0, women-guides, gifts-for-her, womens-leggings, womens-collections, women, color-focus, womens-activity, travel-edit",FUA0090702D,"lululemon Align™ High-Rise Crop 23""",True,lowStock,285.0,DESERT GREEN,color-desert-green,8
"lululemon Align™ High-Rise Crop 23""",PROD9610029_LULU,SAR,SAR 480.00,BUY,480.0,,"The Winter Edit, Seasonal, Align™ Collection, Eid Edit, Yoga Clothes for Women, Winter Edit, Summer Shop, The Spring Edit, mss, Fall Edit, Women's Pants, Gifts, Root Lululemon, Women's Collections, Mother's Day Gifting, Women's Leggings, Women's Collections, Womens, Lavender Lux, Sports Clothing for Women, Travel Edit","winter-gifts, edits, the-align-collection, ramadan-picks, women-activity-yoga, winter-treats, summer-shop, the-spring-edit, mss, the-fall-edit, womens-bottoms, gifts, root-0, women-guides, gifts-for-her, womens-leggings, womens-collections, women, color-focus, womens-activity, travel-edit",FUA0108418D,"lululemon Align™ High-Rise Crop 23""",True,lowStock,480.0,SERENE BLUE,color-serene-blue,8
"lululemon Align™ High-Rise Crop 23""",PROD9610029_LULU,SAR,SAR 480.00,BUY,480.0,,"The Winter Edit, Seasonal, Align™ Collection, Eid Edit, Yoga Clothes for Women, Winter Edit, Summer Shop, The Spring Edit, mss, Fall Edit, Women's Pants, Gifts, Root Lululemon, Women's Collections, Mother's Day Gifting, Women's Leggings, Women's Collections, Womens, Lavender Lux, Sports Clothing for Women, Travel Edit","winter-gifts, edits, the-align-collection, ramadan-picks, women-activity-yoga, winter-treats, summer-shop, the-spring-edit, mss, the-fall-edit, womens-bottoms, gifts, root-0, women-guides, gifts-for-her, womens-leggings, womens-collections, women, color-focus, womens-activity, travel-edit",FUA0108393D,"lululemon Align™ High-Rise Crop 23""",True,lowStock,335.0,PALM DECO,color-palm-deco,6
"lululemon Align™ High-Rise Crop 23""",PROD9610029_LULU,SAR,SAR 480.00,BUY,480.0,,"The Winter Edit, Seasonal, Align™ Collection, Eid Edit, Yoga Clothes for Women, Winter Edit, Summer Shop, The Spring Edit, mss, Fall Edit, Women's Pants, Gifts, Root Lululemon, Women's Collections, Mother's Day Gifting, Women's Leggings, Women's Collections, Womens, Lavender Lux, Sports Clothing for Women, Travel Edit","winter-gifts, edits, the-align-collection, ramadan-picks, women-activity-yoga, winter-treats, summer-shop, the-spring-edit, mss, the-fall-edit, womens-bottoms, gifts, root-0, women-guides, gifts-for-her, womens-leggings, womens-collections, women, color-focus, womens-activity, travel-edit",FUA0108396D,"lululemon Align™ High-Rise Crop 23""",True,lowStock,430.0,RAINFOREST GREEN,color-rainforest-green,10
"lululemon Align™ High-Rise Crop 23""",PROD9610029_LULU,SAR,SAR 480.00,BUY,480.0,,"The Winter Edit, Seasonal, Align™ Collection, Eid Edit, Yoga Clothes for Women, Winter Edit, Summer Shop, The Spring Edit, mss, Fall Edit, Women's Pants, Gifts, Root Lululemon, Women's Collections, Mother's Day Gifting, Women's Leggings, Women's Collections, Womens, Lavender Lux, Sports Clothing for Women, Travel Edit","winter-gifts, edits, the-align-collection, ramadan-picks, women-activity-yoga, winter-treats, summer-shop, the-spring-edit, mss, the-fall-edit, womens-bottoms, gifts, root-0, women-guides, gifts-for-her, womens-leggings, womens-collections, women, color-focus, womens-activity, travel-edit",FUA0108410D,"lululemon Align™ High-Rise Crop 23""",True,lowStock,480.0,BLUE TWILL,color-blue-twill,8
lululemon Align™ Long Sleeve Shirt *Online Only,PROD10760146_LULU,SAR,SAR 190.00,BUY,190.0,Sale,"All Yours For Less, Women's Winter Shop, Align™ Collection, Seasonal, Yoga Clothes for Women, Women's Back To School, Cyber Monday, mss, Women's Online Exclusives, Women's Tops, Women's - What's New, Women's Long Sleeve Tops, Root Lululemon, Women's Collections, Women's Collections, Womens, Sports Clothing for Women, The Pink Edit","on-sale, women-collections-winter-shop, the-align-collection, edits, women-activity-yoga, back-to-school-women, cyber-monday, mss, women-collection-online-exclusives, womens-tops, women-collections-whatsnew, womens-long-sleeve-tops, root-0, women-guides, womens-collections, women, womens-activity, the-pink-edit",UPV0908604,lululemon Align™ Long Sleeve Shirt *Online Only,True,lowStock,190.0,BLACK,Color-Black,12
Adapted State High-Rise Jogger,PROD10190128_LULU,SAR,SAR 625.00,BUY,625.0,,"Hiking Clothes for Women, Seasonal, Women's Back To School, Summer Shop, The Spring Edit, Training Clothes for Women, Running Clothes for Women, Fall Edit, Women's Joggers, Women's Pants, Root Lululemon, Golf Clothes for Women, Womens, The Winter Drop, Sports Clothing for Women, Travel Edit","women-activity-hiking, edits, back-to-school-women, summer-shop, the-spring-edit, women-activity-training, women-activity-running, the-fall-edit, womens-joggers, womens-bottoms, root-0, women-activity-golf, women, the-winter-drop, womens-activity, travel-edit",UPV0815617,Adapted State High-Rise Jogger,True,lowStock,625.0,BLACK,Color-Black,2
Adapted State High-Rise Jogger,PROD10190128_LULU,SAR,SAR 625.00,BUY,625.0,,"Hiking Clothes for Women, Seasonal, Women's Back To School, Summer Shop, The Spring Edit, Training Clothes for Women, Running Clothes for Women, Fall Edit, Women's Joggers, Women's Pants, Root Lululemon, Golf Clothes for Women, Womens, The Winter Drop, Sports Clothing for Women, Travel Edit","women-activity-hiking, edits, back-to-school-women, summer-shop, the-spring-edit, women-activity-training, women-activity-running, the-fall-edit, womens-joggers, womens-bottoms, root-0, women-activity-golf, women, the-winter-drop, womens-activity, travel-edit",UPV1250744,Adapted State High-Rise Jogger *Full Length,True,inStock,625.0,TRUE NAVY,color-true-navy,4
Adapted State High-Rise Jogger,PROD10190128_LULU,SAR,SAR 625.00,BUY,625.0,,"Hiking Clothes for Women, Seasonal, Women's Back To School, Summer Shop, The Spring Edit, Training Clothes for Women, Running Clothes for Women, Fall Edit, Women's Joggers, Women's Pants, Root Lululemon, Golf Clothes for Women, Womens, The Winter Drop, Sports Clothing for Women, Travel Edit","women-activity-hiking, edits, back-to-school-women, summer-shop, the-spring-edit, women-activity-training, women-activity-running, the-fall-edit, womens-joggers, womens-bottoms, root-0, women-activity-golf, women, the-winter-drop, womens-activity, travel-edit",FUA0089711D,Adapted State High-Rise Jogger *Full Length,True,lowStock,435.0,SHEER OAK,color-sheer-oak,6
Adapted State High-Rise Jogger,PROD10190128_LULU,SAR,SAR 625.00,BUY,625.0,,"Hiking Clothes for Women, Seasonal, Women's Back To School, Summer Shop, The Spring Edit, Training Clothes for Women, Running Clothes for Women, Fall Edit, Women's Joggers, Women's Pants, Root Lululemon, Golf Clothes for Women, Womens, The Winter Drop, Sports Clothing for Women, Travel Edit","women-activity-hiking, edits, back-to-school-women, summer-shop, the-spring-edit, women-activity-training, women-activity-running, the-fall-edit, womens-joggers, womens-bottoms, root-0, women-activity-golf, women, the-winter-drop, womens-activity, travel-edit",FUA0091268D,Adapted State High-Rise Jogger *Full Length,True,lowStock,375.0,DESERT GREEN,color-desert-green,8
Adapted State High-Rise Jogger,PROD10190128_LULU,SAR,SAR 625.00,BUY,625.0,,"Hiking Clothes for Women, Seasonal, Women's Back To School, Summer Shop, The Spring Edit, Training Clothes for Women, Running Clothes for Women, Fall Edit, Women's Joggers, Women's Pants, Root Lululemon, Golf Clothes for Women, Womens, The Winter Drop, Sports Clothing for Women, Travel Edit","women-activity-hiking, edits, back-to-school-women, summer-shop, the-spring-edit, women-activity-training, women-activity-running, the-fall-edit, womens-joggers, womens-bottoms, root-0, women-activity-golf, women, the-winter-drop, womens-activity, travel-edit",FUA0099725D,Adapted State High-Rise Jogger *Full Length,True,lowStock,435.0,LAVENDER FROST,color-lavender-frost,6
Adapted State High-Rise Jogger,PROD10190128_LULU,SAR,SAR 625.00,BUY,625.0,,"Hiking Clothes for Women, Seasonal, Women's Back To School, Summer Shop, The Spring Edit, Training Clothes for Women, Running Clothes for Women, Fall Edit, Women's Joggers, Women's Pants, Root Lululemon, Golf Clothes for Women, Womens, The Winter Drop, Sports Clothing for Women, Travel Edit","women-activity-hiking, edits, back-to-school-women, summer-shop, the-spring-edit, women-activity-training, women-activity-running, the-fall-edit, womens-joggers, womens-bottoms, root-0, women-activity-golf, women, the-winter-drop, womens-activity, travel-edit",FUA0098600D,Adapted State High-Rise Jogger *Full Length,True,lowStock,435.0,CHILLED GRAPE,color-chilled-grape,4
Adapted State High-Rise Jogger,PROD10190128_LULU,SAR,SAR 625.00,BUY,625.0,,"Hiking Clothes for Women, Seasonal, Women's Back To School, Summer Shop, The Spring Edit, Training Clothes for Women, Running Clothes for Women, Fall Edit, Women's Joggers, Women's Pants, Root Lululemon, Golf Clothes for Women, Womens, The Winter Drop, Sports Clothing for Women, Travel Edit","women-activity-hiking, edits, back-to-school-women, summer-shop, the-spring-edit, women-activity-training, women-activity-running, the-fall-edit, womens-joggers, womens-bottoms, root-0, women-activity-golf, women, the-winter-drop, womens-activity, travel-edit",FUA0098609D,Adapted State High-Rise Jogger *Full Length,True,inStock,625.0,WARM ASH GREY,color-warm-ash-grey,4
Adapted State High-Rise Jogger,PROD10190128_LULU,SAR,SAR 625.00,BUY,625.0,,"Hiking Clothes for Women, Seasonal, Women's Back To School, Summer Shop, The Spring Edit, Training Clothes for Women, Running Clothes for Women, Fall Edit, Women's Joggers, Women's Pants, Root Lululemon, Golf Clothes for Women, Womens, The Winter Drop, Sports Clothing for Women, Travel Edit","women-activity-hiking, edits, back-to-school-women, summer-shop, the-spring-edit, women-activity-training, women-activity-running, the-fall-edit, womens-joggers, womens-bottoms, root-0, women-activity-golf, women, the-winter-drop, womens-activity, travel-edit",FUA0110531D,Adapted State High-Rise Jogger *Regular,True,lowStock,625.0,CLUB BLUE,color-club-blue,4
"ABC Relaxed-Fit Pant 34"" *Warpstreme Online Only",PROD9790012_LULU,SAR,SAR 455.00,BUY,455.0,Sale,"All Yours For Less, Root Lululemon, Sports Clothing for Men, Mens, Golf Clothes for Men, Men's Online Exclusives, Cyber Monday, mss, Men's Pants, ABC Collection, Men's Collections, Men's Trousers","on-sale, root-0, men-activity, men, men-activity-golf, men-collections-online-exclusives, cyber-monday, mss, mens-pants, abc-collection, men-collections, mens-trousers",UPV0943967,"ABC Relaxed-Fit Pant 34"" *Warpstreme Online Only",True,inStock,455.0,BLACK,Color-Black,36
Love Long Sleeve Shirt,PROD10550097_LULU,SAR,SAR 285.00,BUY,285.0,,"Gifts, Mother's Day Gifting, Root Lululemon, Eid Edit, Seasonal, The Spring Edit, College Goals, Womens, Women's Tops, Sports Clothing for Women, Women's On the Move","gifts, gifts-for-her, root-0, ramadan-picks, edits, the-spring-edit, back-to-school, women, womens-tops, womens-activity, women-activity-on-the-move",UPV0884063,Love Long Sleeve Shirt,True,lowStock,285.0,BLACK,Color-Black,4
Love Long Sleeve Shirt,PROD10550097_LULU,SAR,SAR 285.00,BUY,285.0,,"Gifts, Mother's Day Gifting, Root Lululemon, Eid Edit, Seasonal, The Spring Edit, College Goals, Womens, Women's Tops, Sports Clothing for Women, Women's On the Move","gifts, gifts-for-her, root-0, ramadan-picks, edits, the-spring-edit, back-to-school, women, womens-tops, womens-activity, women-activity-on-the-move",UPV0884121,Love Long Sleeve Shirt,True,inStock,285.0,WHITE,Color-White,6
Love Long Sleeve Shirt,PROD10550097_LULU,SAR,SAR 285.00,BUY,285.0,,"Gifts, Mother's Day Gifting, Root Lululemon, Eid Edit, Seasonal, The Spring Edit, College Goals, Womens, Women's Tops, Sports Clothing for Women, Women's On the Move","gifts, gifts-for-her, root-0, ramadan-picks, edits, the-spring-edit, back-to-school, women, womens-tops, womens-activity, women-activity-on-the-move",FUA0099123D,Love Long-Sleeve Shirt,True,lowStock,195.0,LAVENDER FROST,color-lavender-frost,4
Surge Jogger,PROD8470023_LULU,SAR,SAR 575.00,BUY,575.0,,"Seasonal, Men's Pants, Cyber Monday, Men's Joggers, Men's Collections, Running Clothes for Men, Training Clothes for Men, Surge Collection, Root Lululemon, Sports Clothing for Men, Mens, Valentines Day, The Winter Drop","edits, mens-pants, cyber-monday, mens-joggers, men-collections, men-activity-running, men-activity-training, surge-collection, root-0, men-activity, men, valentines-day, the-winter-drop",UPV0801243,Surge Jogger,True,inStock,575.0,BLACK,Color-Black,S
Surge Jogger,PROD8470023_LULU,SAR,SAR 575.00,BUY,575.0,,"Seasonal, Men's Pants, Cyber Monday, Men's Joggers, Men's Collections, Running Clothes for Men, Training Clothes for Men, Surge Collection, Root Lululemon, Sports Clothing for Men, Mens, Valentines Day, The Winter Drop","edits, mens-pants, cyber-monday, mens-joggers, men-collections, men-activity-running, men-activity-training, surge-collection, root-0, men-activity, men, valentines-day, the-winter-drop",UPV0898503,Surge Jogger,True,lowStock,400.0,CLASSIC NAVY,color-classic-navy,XS
All It Takes Long Sleeve Shirt *Ribbed Nulu,PROD11250315_LULU,SAR,SAR 430.00,BUY,430.0,,"Root Lululemon, Yoga Clothes for Women, Womens, mss, Sports Clothing for Women, Women's Tops","root-0, women-activity-yoga, women, mss, womens-activity, womens-tops",UPV1045633,All It Takes Long Sleeve Shirt *Ribbed Nulu,True,lowStock,430.0,BLACK,Color-Black,2
All It Takes Long Sleeve Shirt *Ribbed Nulu,PROD11250315_LULU,SAR,SAR 430.00,BUY,430.0,,"Root Lululemon, Yoga Clothes for Women, Womens, mss, Sports Clothing for Women, Women's Tops","root-0, women-activity-yoga, women, mss, womens-activity, womens-tops",FUA0064284D,All It Takes Ribbed Nulu Long-Sleeve Shirt,True,lowStock,200.0,MOJAVE TAN,color-mojave-tan,10
Fast and Free Short Sleeve Shirt,PROD9450010_LULU,SAR,SAR 290.00,BUY,290.0,Sale,"All Yours For Less, Seasonal, Fast and Free, Men's Tops, Men's Tops, Tennis Clothes for Men, Cyber Monday, mss, Men's Back To School, Running Clothes for Men, Men's Collections, Root Lululemon, Sports Clothing for Men, Mens, Men's Online Exclusives, Men's T-Shirts, Product Guides","on-sale, edits, mens-fast-and-free-collection, men-tops, menrunning-tops, men-activity-tennis, cyber-monday, mss, back-to-school-men, men-activity-running, men-collections, root-0, men-activity, men, men-collections-online-exclusives, mens-t-shirts, men-guides",UPV0898389,Fast and Free Short Sleeve Shirt,True,lowStock,290.0,BLACK,Color-Black,XL
"lululemon Align™ High-Rise Pant 28""",PROD8780551_LULU,SAR,SAR 240.00,BUY,240.0,Sale,"All Yours For Less, Align™ Collection, Seasonal, Yoga Clothes for Women, Summer Shop, The Spring Edit, mss, Fall Edit, Women's Pants, Gifts, Women's Collections, Root Lululemon, Mother's Day Gifting, Women's Leggings, Women's Collections, Womens, Lavender Lux, Sports Clothing for Women, Travel Edit","on-sale, the-align-collection, edits, women-activity-yoga, summer-shop, the-spring-edit, mss, the-fall-edit, womens-bottoms, gifts, women-guides, root-0, gifts-for-her, womens-leggings, womens-collections, women, color-focus, womens-activity, travel-edit",UPV0921108,"lululemon Align™ High-Rise Pant 28""",True,inStock,240.0,EVERGLADE GREEN,color-everglade-green,8
"lululemon Align™ High-Rise Pant 28""",PROD8780551_LULU,SAR,SAR 240.00,BUY,240.0,Sale,"All Yours For Less, Align™ Collection, Seasonal, Yoga Clothes for Women, Summer Shop, The Spring Edit, mss, Fall Edit, Women's Pants, Gifts, Women's Collections, Root Lululemon, Mother's Day Gifting, Women's Leggings, Women's Collections, Womens, Lavender Lux, Sports Clothing for Women, Travel Edit","on-sale, the-align-collection, edits, women-activity-yoga, summer-shop, the-spring-edit, mss, the-fall-edit, womens-bottoms, gifts, women-guides, root-0, gifts-for-her, womens-leggings, womens-collections, women, color-focus, womens-activity, travel-edit",UPV0851533,"lululemon Align™ High-Rise Pant 28""",True,inStock,335.0,DARK OLIVE,color-dark-olive,4
"lululemon Align™ High-Rise Pant 28""",PROD8780551_LULU,SAR,SAR 240.00,BUY,240.0,Sale,"All Yours For Less, Align™ Collection, Seasonal, Yoga Clothes for Women, Summer Shop, The Spring Edit, mss, Fall Edit, Women's Pants, Gifts, Women's Collections, Root Lululemon, Mother's Day Gifting, Women's Leggings, Women's Collections, Womens, Lavender Lux, Sports Clothing for Women, Travel Edit","on-sale, the-align-collection, edits, women-activity-yoga, summer-shop, the-spring-edit, mss, the-fall-edit, womens-bottoms, gifts, women-guides, root-0, gifts-for-her, womens-leggings, womens-collections, women, color-focus, womens-activity, travel-edit",UPV0815344,"lululemon Align™ High-Rise Pant 28""",True,inStock,480.0,TRUE NAVY,color-true-navy,8
"lululemon Align™ High-Rise Pant 28""",PROD8780551_LULU,SAR,SAR 240.00,BUY,240.0,Sale,"All Yours For Less, Align™ Collection, Seasonal, Yoga Clothes for Women, Summer Shop, The Spring Edit, mss, Fall Edit, Women's Pants, Gifts, Women's Collections, Root Lululemon, Mother's Day Gifting, Women's Leggings, Women's Collections, Womens, Lavender Lux, Sports Clothing for Women, Travel Edit","on-sale, the-align-collection, edits, women-activity-yoga, summer-shop, the-spring-edit, mss, the-fall-edit, womens-bottoms, gifts, women-guides, root-0, gifts-for-her, womens-leggings, womens-collections, women, color-focus, womens-activity, travel-edit",UPV0781896,"lululemon Align™ High-Rise Pant 28""",True,inStock,480.0,BLACK,Color-Black,2
"lululemon Align™ High-Rise Pant 28""",PROD8780551_LULU,SAR,SAR 240.00,BUY,240.0,Sale,"All Yours For Less, Align™ Collection, Seasonal, Yoga Clothes for Women, Summer Shop, The Spring Edit, mss, Fall Edit, Women's Pants, Gifts, Women's Collections, Root Lululemon, Mother's Day Gifting, Women's Leggings, Women's Collections, Womens, Lavender Lux, Sports Clothing for Women, Travel Edit","on-sale, the-align-collection, edits, women-activity-yoga, summer-shop, the-spring-edit, mss, the-fall-edit, womens-bottoms, gifts, women-guides, root-0, gifts-for-her, womens-leggings, womens-collections, women, color-focus, womens-activity, travel-edit",FUA0063515D,"lululemon Align™ High-Rise Pant 28""",True,inStock,285.0,LEGACY GREEN,color-legacy-green,4
"lululemon Align™ High-Rise Pant 28""",PROD8780551_LULU,SAR,SAR 240.00,BUY,240.0,Sale,"All Yours For Less, Align™ Collection, Seasonal, Yoga Clothes for Women, Summer Shop, The Spring Edit, mss, Fall Edit, Women's Pants, Gifts, Women's Collections, Root Lululemon, Mother's Day Gifting, Women's Leggings, Women's Collections, Womens, Lavender Lux, Sports Clothing for Women, Travel Edit","on-sale, the-align-collection, edits, women-activity-yoga, summer-shop, the-spring-edit, mss, the-fall-edit, womens-bottoms, gifts, women-guides, root-0, gifts-for-her, womens-leggings, womens-collections, women, color-focus, womens-activity, travel-edit",FUA0063525D,"lululemon Align™ High-Rise Pant 28""",True,lowStock,285.0,NIGHTFALL,Color-Nightfall,6
"lululemon Align™ High-Rise Pant 28""",PROD8780551_LULU,SAR,SAR 240.00,BUY,240.0,Sale,"All Yours For Less, Align™ Collection, Seasonal, Yoga Clothes for Women, Summer Shop, The Spring Edit, mss, Fall Edit, Women's Pants, Gifts, Women's Collections, Root Lululemon, Mother's Day Gifting, Women's Leggings, Women's Collections, Womens, Lavender Lux, Sports Clothing for Women, Travel Edit","on-sale, the-align-collection, edits, women-activity-yoga, summer-shop, the-spring-edit, mss, the-fall-edit, womens-bottoms, gifts, women-guides, root-0, gifts-for-her, womens-leggings, womens-collections, women, color-focus, womens-activity, travel-edit",FUA0088077D,"lululemon Align™ High-Rise Pant 28""",True,lowStock,335.0,LAVA CAKE,color-lava-cake,2
"lululemon Align™ High-Rise Pant 28""",PROD8780551_LULU,SAR,SAR 240.00,BUY,240.0,Sale,"All Yours For Less, Align™ Collection, Seasonal, Yoga Clothes for Women, Summer Shop, The Spring Edit, mss, Fall Edit, Women's Pants, Gifts, Women's Collections, Root Lululemon, Mother's Day Gifting, Women's Leggings, Women's Collections, Womens, Lavender Lux, Sports Clothing for Women, Travel Edit","on-sale, the-align-collection, edits, women-activity-yoga, summer-shop, the-spring-edit, mss, the-fall-edit, womens-bottoms, gifts, women-guides, root-0, gifts-for-her, womens-leggings, womens-collections, women, color-focus, womens-activity, travel-edit",FUA0089718D,"lululemon Align™ High-Rise Pant 28""",True,lowStock,285.0,DESERT RED,color-desert-red,12
"lululemon Align™ High-Rise Pant 28""",PROD8780551_LULU,SAR,SAR 240.00,BUY,240.0,Sale,"All Yours For Less, Align™ Collection, Seasonal, Yoga Clothes for Women, Summer Shop, The Spring Edit, mss, Fall Edit, Women's Pants, Gifts, Women's Collections, Root Lululemon, Mother's Day Gifting, Women's Leggings, Women's Collections, Womens, Lavender Lux, Sports Clothing for Women, Travel Edit","on-sale, the-align-collection, edits, women-activity-yoga, summer-shop, the-spring-edit, mss, the-fall-edit, womens-bottoms, gifts, women-guides, root-0, gifts-for-her, womens-leggings, womens-collections, women, color-focus, womens-activity, travel-edit",FUA0092034D,"lululemon Align™ High-Rise Pant 28""",True,lowStock,335.0,LAVENDER LUX,color-lavender-lux,2
"lululemon Align™ High-Rise Pant 28""",PROD8780551_LULU,SAR,SAR 240.00,BUY,240.0,Sale,"All Yours For Less, Align™ Collection, Seasonal, Yoga Clothes for Women, Summer Shop, The Spring Edit, mss, Fall Edit, Women's Pants, Gifts, Women's Collections, Root Lululemon, Mother's Day Gifting, Women's Leggings, Women's Collections, Womens, Lavender Lux, Sports Clothing for Women, Travel Edit","on-sale, the-align-collection, edits, women-activity-yoga, summer-shop, the-spring-edit, mss, the-fall-edit, womens-bottoms, gifts, women-guides, root-0, gifts-for-her, womens-leggings, womens-collections, women, color-focus, womens-activity, travel-edit",FUA0099740D,"lululemon Align™ High-Rise Pant 28""",True,lowStock,335.0,RASPBERRY COULIS,color-raspberry-coulis,4
"lululemon Align™ High-Rise Pant 28""",PROD8780551_LULU,SAR,SAR 240.00,BUY,240.0,Sale,"All Yours For Less, Align™ Collection, Seasonal, Yoga Clothes for Women, Summer Shop, The Spring Edit, mss, Fall Edit, Women's Pants, Gifts, Women's Collections, Root Lululemon, Mother's Day Gifting, Women's Leggings, Women's Collections, Womens, Lavender Lux, Sports Clothing for Women, Travel Edit","on-sale, the-align-collection, edits, women-activity-yoga, summer-shop, the-spring-edit, mss, the-fall-edit, womens-bottoms, gifts, women-guides, root-0, gifts-for-her, womens-leggings, womens-collections, women, color-focus, womens-activity, travel-edit",UPV1063285,"lululemon Align™ High-Rise Pant 28""",True,lowStock,480.0,GRAPHITE GREY,color-graphite-grey,12
"lululemon Align™ High-Rise Pant 28""",PROD8780551_LULU,SAR,SAR 240.00,BUY,240.0,Sale,"All Yours For Less, Align™ Collection, Seasonal, Yoga Clothes for Women, Summer Shop, The Spring Edit, mss, Fall Edit, Women's Pants, Gifts, Women's Collections, Root Lululemon, Mother's Day Gifting, Women's Leggings, Women's Collections, Womens, Lavender Lux, Sports Clothing for Women, Travel Edit","on-sale, the-align-collection, edits, women-activity-yoga, summer-shop, the-spring-edit, mss, the-fall-edit, womens-bottoms, gifts, women-guides, root-0, gifts-for-her, womens-leggings, womens-collections, women, color-focus, womens-activity, travel-edit",FUA0098942D,"lululemon Align™ High-Rise Pant 28""",True,lowStock,335.0,WARM ASH GREY,color-warm-ash-grey,4
"lululemon Align™ High-Rise Pant 28""",PROD8780551_LULU,SAR,SAR 240.00,BUY,240.0,Sale,"All Yours For Less, Align™ Collection, Seasonal, Yoga Clothes for Women, Summer Shop, The Spring Edit, mss, Fall Edit, Women's Pants, Gifts, Women's Collections, Root Lululemon, Mother's Day Gifting, Women's Leggings, Women's Collections, Womens, Lavender Lux, Sports Clothing for Women, Travel Edit","on-sale, the-align-collection, edits, women-activity-yoga, summer-shop, the-spring-edit, mss, the-fall-edit, womens-bottoms, gifts, women-guides, root-0, gifts-for-her, womens-leggings, womens-collections, women, color-focus, womens-activity, travel-edit",FUA0098591D,"lululemon Align™ High-Rise Pant 28""",True,lowStock,335.0,AUTUMN RUST,color-autumn-rust,4
